HS,FM,GM,diff_import,diff_imposs,country
1.6666666666666667,2.0,5.0,3.0,1.5,Germany
3.0,4.5,3.0,2.0,1.0,Germany
1.0,3.0,3.0,3.5,2.0,Germany
4.0,4.5,2.0,3.0,1.0,Germany
4.333333333333333,5.0,2.5,2.5,3.0,USA
3.6666666666666665,4.0,5.0,5.5,5.5,Germany
3.3333333333333335,2.5,5.0,3.5,1.5,Germany
5.0,4.0,4.5,5.0,3.5,Mexico
3.0,2.0,4.5,3.5,3.0,Mexico
3.6666666666666665,1.5,4.0,5.5,1.0,Mexico
2.6666666666666665,2.5,6.0,5.5,4.5,Mexico
4.666666666666667,3.0,4.5,2.5,2.0,Mexico
5.0,3.0,4.0,4.5,2.0,Mexico
4.0,1.0,6.0,6.0,1.5,Mexico
5.333333333333333,1.0,5.5,3.5,2.0,Mexico
3.6666666666666665,3.5,4.5,3.0,3.5,Mexico
4.666666666666667,5.0,3.0,4.5,4.5,Mexico
4.666666666666667,1.5,6.0,4.5,2.0,Mexico
3.0,1.0,6.0,2.5,1.0,Mexico
3.6666666666666665,5.0,5.5,5.0,6.0,Mexico
4.333333333333333,2.5,4.0,4.0,2.5,Mexico
2.6666666666666665,3.5,3.0,1.5,3.0,Mexico
4.333333333333333,4.0,4.5,5.0,3.0,Mexico
4.333333333333333,3.0,4.5,1.5,1.0,Mexico
2.0,2.0,4.5,5.0,3.0,Mexico
5.333333333333333,3.0,4.5,4.5,2.0,Mexico
5.0,3.0,6.0,4.5,1.5,Mexico
3.6666666666666665,2.0,6.0,6.0,4.5,Mexico
5.0,1.0,6.0,1.5,2.0,Mexico
3.3333333333333335,3.0,6.0,4.0,2.0,Mexico
3.6666666666666665,1.5,5.0,3.5,3.0,Mexico
3.6666666666666665,3.5,4.0,4.0,2.0,Mexico
4.666666666666667,4.0,4.5,4.5,3.0,Mexico
5.0,1.5,6.0,4.0,1.0,Mexico
1.6666666666666667,5.0,2.0,5.0,4.5,Mexico
4.666666666666667,2.0,4.5,4.5,1.5,Mexico
4.0,1.0,6.0,3.0,1.0,Mexico
3.6666666666666665,1.0,5.5,5.5,2.0,Mexico
3.0,4.0,3.0,4.0,2.0,Mexico
3.6666666666666665,1.0,4.5,5.5,1.5,Mexico
5.333333333333333,3.5,2.5,4.5,1.0,Mexico
2.6666666666666665,1.0,4.5,2.5,1.0,Mexico
3.0,3.0,5.0,3.0,5.0,Mexico
2.3333333333333335,3.0,4.5,4.0,2.5,Mexico
3.3333333333333335,1.0,6.0,5.0,1.0,Mexico
4.333333333333333,3.5,5.0,3.5,3.5,Mexico
3.6666666666666665,3.0,3.5,5.5,5.0,Mexico
2.6666666666666665,3.5,3.0,3.5,1.0,Mexico
3.6666666666666665,4.0,4.5,3.0,2.5,Mexico
5.333333333333333,2.0,5.5,5.0,2.0,Mexico
5.0,4.0,3.0,3.0,2.5,Mexico
3.6666666666666665,1.5,3.5,4.0,1.0,Mexico
5.666666666666667,2.5,5.5,4.0,3.0,Mexico
5.0,3.5,6.0,6.0,4.0,Mexico
6.0,1.5,5.5,2.5,3.0,Mexico
4.666666666666667,4.0,4.0,4.0,3.5,Mexico
2.0,3.0,3.5,3.5,3.5,Mexico
3.6666666666666665,1.5,6.0,3.0,1.5,Mexico
4.666666666666667,2.0,5.5,5.5,1.5,Mexico
4.333333333333333,3.5,4.0,4.5,3.5,Mexico
3.3333333333333335,2.0,4.5,3.5,3.5,Mexico
4.333333333333333,1.0,6.0,3.0,1.0,Mexico
4.0,5.0,2.0,5.0,3.5,Mexico
3.6666666666666665,1.0,6.0,1.0,1.0,Mexico
4.333333333333333,3.0,5.5,4.0,2.0,Mexico
5.0,4.5,2.5,2.5,2.5,Mexico
3.6666666666666665,1.0,4.5,2.0,3.0,Mexico
4.333333333333333,2.0,4.5,3.0,4.5,Mexico
4.0,2.0,4.0,4.5,1.5,Mexico
4.666666666666667,3.0,4.0,4.0,2.5,Mexico
4.333333333333333,4.0,4.0,3.0,3.0,Mexico
4.0,4.0,1.0,1.0,2.5,Mexico
4.0,4.0,4.0,4.0,3.0,Mexico
3.6666666666666665,1.5,6.0,4.0,1.5,Mexico
4.666666666666667,4.5,5.5,4.5,2.0,Mexico
4.666666666666667,1.5,5.0,4.5,2.0,Mexico
2.6666666666666665,1.5,6.0,3.0,2.0,Mexico
4.666666666666667,4.0,3.0,4.5,2.5,Mexico
4.666666666666667,1.0,6.0,5.0,1.0,Mexico
3.6666666666666665,1.5,5.5,3.0,2.0,Mexico
4.0,1.5,3.5,4.5,3.0,Mexico
4.666666666666667,2.0,5.5,4.5,3.0,Mexico
4.0,3.5,6.0,6.0,5.0,Mexico
3.6666666666666665,1.0,5.0,3.0,2.0,Mexico
4.666666666666667,1.0,6.0,4.0,1.0,Mexico
3.3333333333333335,3.0,5.0,5.0,3.5,Mexico
3.3333333333333335,2.5,4.0,3.0,3.0,Mexico
4.333333333333333,2.5,4.0,4.5,1.5,Mexico
4.333333333333333,5.0,4.5,4.5,4.0,Mexico
2.6666666666666665,4.5,4.0,4.0,4.5,Mexico
5.0,1.5,5.0,4.0,1.5,Mexico
4.0,1.0,6.0,3.5,2.0,Mexico
2.3333333333333335,2.0,5.0,5.5,2.0,Mexico
2.3333333333333335,1.0,5.5,2.0,1.0,Mexico
4.666666666666667,1.5,4.0,4.0,2.0,Mexico
4.0,3.0,5.0,4.0,3.0,Mexico
4.666666666666667,3.0,5.5,5.0,3.5,Mexico
3.6666666666666665,1.5,5.0,3.5,3.0,Mexico
4.0,2.5,4.0,3.0,3.5,Mexico
5.333333333333333,3.5,2.5,4.0,2.0,Mexico
3.3333333333333335,2.0,4.5,4.5,3.0,Mexico
5.333333333333333,1.5,5.5,1.5,3.5,Mexico
4.0,1.5,5.5,5.0,3.0,Mexico
4.333333333333333,4.5,4.0,4.5,4.5,Mexico
5.0,4.0,3.0,4.0,3.0,Mexico
3.3333333333333335,2.0,5.5,4.0,2.5,Mexico
3.3333333333333335,1.5,5.5,6.0,3.0,Mexico
4.333333333333333,2.0,4.5,3.5,2.5,Mexico
4.666666666666667,2.0,6.0,4.0,4.0,Mexico
4.666666666666667,3.5,6.0,4.0,1.0,Mexico
3.3333333333333335,5.0,5.5,4.0,3.5,Mexico
4.0,3.5,1.5,3.5,1.0,Mexico
3.6666666666666665,4.0,2.0,2.5,3.0,Mexico
4.0,4.0,4.0,5.0,4.5,Mexico
4.333333333333333,4.0,4.5,5.0,4.5,Mexico
4.666666666666667,2.0,4.5,3.5,2.5,Mexico
5.333333333333333,2.0,5.5,5.0,2.0,Mexico
5.0,2.0,5.0,4.5,1.5,Mexico
3.3333333333333335,3.5,3.5,2.5,3.0,Mexico
2.0,3.0,4.5,2.0,2.0,Mexico
4.0,4.5,3.5,5.0,1.5,Mexico
4.0,3.5,3.5,5.0,1.0,Mexico
2.6666666666666665,4.5,4.5,4.0,3.5,Mexico
5.666666666666667,5.0,4.5,6.0,1.5,Mexico
1.6666666666666667,4.5,2.0,5.0,3.0,Mexico
5.0,1.0,6.0,2.5,2.0,Mexico
2.0,2.0,5.5,4.0,3.0,Mexico
5.0,1.0,6.0,4.0,5.0,Mexico
6.0,1.0,5.0,3.0,3.5,Mexico
3.3333333333333335,2.5,5.5,4.5,3.0,Mexico
3.3333333333333335,4.5,3.5,4.0,3.0,Mexico
2.0,1.0,5.5,1.0,1.0,Mexico
3.6666666666666665,1.0,5.0,3.5,1.5,Mexico
5.666666666666667,1.5,5.0,4.0,3.5,Mexico
3.6666666666666665,1.5,6.0,4.5,2.0,Mexico
4.666666666666667,1.5,5.5,4.0,3.5,Mexico
5.666666666666667,2.0,6.0,3.5,5.5,Mexico
3.6666666666666665,2.0,4.5,2.5,4.0,Mexico
3.6666666666666665,3.5,4.0,2.5,1.5,Mexico
4.333333333333333,3.0,3.0,4.0,2.0,Mexico
5.0,2.0,4.5,2.0,2.0,Mexico
3.0,2.5,3.5,3.0,4.0,Mexico
4.333333333333333,2.0,5.0,4.0,2.0,Mexico
3.6666666666666665,1.5,5.5,4.5,3.0,Mexico
4.333333333333333,1.5,5.0,2.5,2.0,Mexico
3.6666666666666665,1.5,5.0,1.5,1.0,Mexico
4.0,2.5,5.0,5.0,4.5,Mexico
4.0,1.5,5.5,4.0,2.5,Mexico
5.333333333333333,1.0,4.0,2.5,3.5,USA
3.0,4.0,4.0,4.0,2.5,Scandinavia
4.333333333333333,4.0,2.5,2.0,3.0,Scandinavia
4.0,2.0,4.5,4.5,2.0,Scandinavia
6.0,2.0,5.0,4.0,2.0,Scandinavia
3.0,5.0,3.5,4.0,2.0,Scandinavia
3.0,1.0,6.0,3.0,1.5,Scandinavia
2.0,6.0,1.5,2.0,1.5,Scandinavia
2.6666666666666665,4.0,1.5,3.0,2.5,Scandinavia
2.3333333333333335,3.0,4.0,2.5,1.0,Scandinavia
1.6666666666666667,2.0,5.0,3.0,2.0,Scandinavia
4.0,3.5,3.5,4.5,2.5,Scandinavia
3.6666666666666665,2.0,3.0,4.0,2.5,Scandinavia
4.0,4.0,3.0,2.5,4.0,Scandinavia
5.0,3.5,3.5,3.5,2.0,Scandinavia
2.6666666666666665,3.0,3.0,3.5,2.0,Scandinavia
2.3333333333333335,4.0,3.5,3.5,2.0,Scandinavia
3.0,1.0,5.5,3.5,2.0,Scandinavia
2.6666666666666665,1.0,6.0,4.5,1.0,Scandinavia
3.6666666666666665,1.0,5.5,1.0,1.0,Scandinavia
3.0,2.0,5.0,3.5,2.0,Scandinavia
2.6666666666666665,1.0,6.0,3.5,1.5,Scandinavia
3.0,3.5,4.5,4.0,3.5,Scandinavia
1.0,1.0,3.5,1.5,1.0,Scandinavia
3.3333333333333335,2.0,3.5,4.5,1.5,Scandinavia
4.0,4.5,2.0,3.0,4.0,Scandinavia
4.666666666666667,2.0,4.0,5.0,1.5,Scandinavia
3.6666666666666665,5.0,2.0,2.5,3.5,Scandinavia
2.0,3.0,4.0,3.0,2.5,Scandinavia
4.666666666666667,2.5,4.0,5.0,1.5,Scandinavia
1.0,2.5,4.0,4.0,3.0,Scandinavia
5.333333333333333,1.0,6.0,6.0,1.0,Scandinavia
2.3333333333333335,3.0,3.5,4.0,2.0,Scandinavia
1.0,2.5,3.0,2.0,2.0,Scandinavia
3.0,1.5,4.0,4.0,2.0,Scandinavia
3.3333333333333335,6.0,3.0,2.5,2.5,Scandinavia
3.3333333333333335,2.0,4.0,2.5,3.0,Scandinavia
1.0,1.5,5.0,2.0,2.0,Scandinavia
4.666666666666667,4.0,2.5,5.5,2.0,Scandinavia
4.666666666666667,2.5,2.5,5.0,2.5,Scandinavia
5.333333333333333,1.0,6.0,2.5,1.0,Scandinavia
5.0,3.5,3.0,2.5,2.0,Scandinavia
3.3333333333333335,3.0,4.0,3.0,3.5,Scandinavia
3.3333333333333335,1.5,5.5,3.5,2.0,Scandinavia
3.0,4.0,2.5,4.5,2.5,Scandinavia
2.3333333333333335,3.0,4.5,3.5,2.5,Scandinavia
1.6666666666666667,1.5,6.0,3.0,2.0,Scandinavia
2.6666666666666665,3.5,2.5,1.5,3.0,Scandinavia
2.6666666666666665,1.0,4.5,3.0,1.5,Scandinavia
4.333333333333333,3.5,4.0,3.0,1.0,Scandinavia
3.6666666666666665,3.5,4.0,4.5,3.5,Scandinavia
3.0,4.0,3.5,3.0,4.0,Scandinavia
2.6666666666666665,2.0,5.0,4.0,1.0,Scandinavia
3.6666666666666665,1.0,5.0,1.5,1.5,South Africa
4.666666666666667,1.5,6.0,4.5,3.5,South Africa
3.0,2.0,4.5,4.0,1.0,South Africa
4.666666666666667,5.0,3.5,4.0,1.0,South Africa
3.3333333333333335,1.5,5.0,3.5,1.5,South Africa
5.0,3.5,2.5,4.5,1.0,South Africa
4.0,3.5,4.5,3.5,3.5,South Africa
4.666666666666667,2.0,4.0,3.0,2.0,South Africa
1.3333333333333333,4.5,5.5,4.0,4.0,South Africa
3.6666666666666665,1.0,6.0,3.5,2.5,South Africa
4.333333333333333,2.5,6.0,5.5,2.0,South Africa
4.333333333333333,4.0,4.5,3.0,2.5,South Africa
3.0,1.0,5.5,6.0,2.5,South Africa
4.333333333333333,5.0,4.5,5.0,4.5,South Africa
4.0,2.5,5.0,3.0,2.0,South Africa
3.0,3.5,4.0,4.0,3.5,South Africa
5.333333333333333,3.0,6.0,5.5,3.0,South Africa
2.6666666666666665,4.0,4.5,5.5,2.0,South Africa
5.333333333333333,3.5,5.5,4.0,1.5,South Africa
3.3333333333333335,3.0,4.0,6.0,3.5,South Africa
5.666666666666667,1.5,6.0,5.5,1.0,South Africa
3.6666666666666665,5.5,3.5,4.0,2.5,South Africa
3.0,3.0,4.5,4.5,3.0,South Africa
4.666666666666667,3.0,4.5,3.0,2.0,South Africa
5.0,1.5,4.5,4.5,1.5,South Africa
5.0,1.0,5.0,5.0,1.0,South Africa
4.666666666666667,4.0,5.0,5.5,2.5,South Africa
4.666666666666667,2.0,5.0,5.0,3.5,South Africa
4.333333333333333,4.0,3.5,5.5,3.0,South Africa
3.6666666666666665,2.5,4.5,1.0,1.0,South Africa
3.3333333333333335,3.0,4.0,4.5,4.5,South Africa
4.666666666666667,2.5,6.0,5.0,2.5,South Africa
5.0,2.0,5.0,4.5,3.0,South Africa
3.3333333333333335,2.0,5.5,4.0,3.0,South Africa
5.333333333333333,3.5,5.0,4.5,1.0,South Africa
3.6666666666666665,1.5,6.0,3.5,1.0,South Africa
3.6666666666666665,5.5,4.5,3.5,2.0,South Africa
5.0,4.0,3.5,4.0,2.0,South Africa
2.0,1.5,5.0,2.5,1.5,South Africa
4.0,2.0,4.5,2.0,2.5,South Africa
4.333333333333333,2.0,3.0,2.0,2.0,South Africa
4.666666666666667,3.5,4.0,4.5,2.0,South Africa
5.0,1.5,5.5,6.0,4.5,South Africa
3.3333333333333335,1.0,6.0,4.5,1.0,South Africa
5.333333333333333,5.5,5.5,3.5,3.5,South Africa
3.0,3.0,4.0,3.0,3.5,South Africa
3.3333333333333335,2.5,6.0,5.5,4.0,South Africa
5.666666666666667,2.5,3.5,2.0,1.0,South Africa
2.3333333333333335,3.5,2.0,5.5,1.5,South Africa
4.333333333333333,4.5,3.0,3.5,1.5,South Africa
3.3333333333333335,2.5,5.0,5.5,1.0,South Africa
4.333333333333333,5.0,5.5,5.0,5.0,South Africa
3.3333333333333335,1.0,5.5,3.0,2.0,South Africa
2.3333333333333335,2.5,3.5,3.5,1.0,South Africa
4.333333333333333,2.0,4.5,3.5,2.5,South Africa
2.0,2.0,5.0,4.5,2.0,South Africa
5.333333333333333,2.0,4.5,4.0,1.5,South Africa
4.333333333333333,1.0,6.0,3.5,2.5,South Africa
4.666666666666667,1.0,5.0,4.5,1.5,South Africa
4.333333333333333,1.0,6.0,3.0,2.0,South Africa
4.333333333333333,1.5,6.0,3.0,1.0,South Africa
3.6666666666666665,2.5,3.5,3.5,2.5,South Africa
4.666666666666667,1.0,5.0,5.0,2.5,South Africa
4.0,5.0,5.0,4.0,2.5,South Africa
4.333333333333333,4.5,3.0,1.0,1.0,South Africa
3.0,4.0,3.5,4.0,2.5,South Africa
5.0,3.5,2.5,4.5,3.0,South Africa
3.3333333333333335,3.5,5.5,3.5,3.5,South Africa
4.0,1.5,6.0,5.5,1.0,South Africa
4.666666666666667,1.5,4.5,4.0,2.0,South Africa
4.333333333333333,1.0,6.0,6.0,1.0,South Africa
4.666666666666667,1.5,5.5,3.0,2.0,South Africa
4.333333333333333,5.5,4.5,2.5,4.0,South Africa
4.0,2.0,5.0,4.0,2.5,South Africa
2.6666666666666665,1.0,5.5,3.0,2.0,South Africa
3.3333333333333335,1.5,5.5,4.0,2.5,South Africa
3.0,4.0,5.0,5.0,2.5,South Africa
3.3333333333333335,3.0,3.0,3.0,3.0,South Africa
4.333333333333333,1.0,6.0,4.5,3.5,South Africa
3.6666666666666665,3.5,3.5,6.0,1.5,South Africa
4.666666666666667,1.0,6.0,4.5,2.0,South Africa
3.3333333333333335,1.0,6.0,2.5,1.5,South Africa
5.0,1.0,6.0,6.0,1.0,South Africa
5.333333333333333,2.5,5.5,4.5,1.0,South Africa
3.6666666666666665,3.0,4.0,5.5,2.0,South Africa
4.333333333333333,4.5,4.0,5.0,1.0,South Africa
3.6666666666666665,2.5,3.0,3.0,2.0,South Africa
4.666666666666667,1.5,4.5,3.5,1.5,South Africa
3.6666666666666665,1.5,6.0,4.5,1.5,South Africa
4.0,4.0,4.0,3.5,1.0,South Africa
4.333333333333333,5.0,5.0,5.5,5.0,South Africa
3.0,2.0,5.0,3.0,2.5,South Africa
4.666666666666667,3.5,4.0,4.0,4.0,South Africa
3.6666666666666665,2.5,5.5,4.0,2.5,South Africa
5.0,2.5,6.0,5.0,3.5,South Africa
5.333333333333333,1.0,5.0,5.5,1.0,South Africa
5.0,1.5,6.0,5.0,1.0,South Africa
4.666666666666667,4.0,5.0,5.5,3.5,South Africa
2.6666666666666665,3.0,3.5,4.5,3.0,South Africa
4.333333333333333,5.0,4.0,5.0,4.5,South Africa
1.6666666666666667,2.0,6.0,5.5,3.0,South Africa
4.333333333333333,1.0,6.0,6.0,1.0,South Africa
2.0,2.5,4.0,4.0,2.0,South Africa
6.0,1.5,3.5,3.0,1.5,South Africa
4.0,1.5,6.0,3.0,3.0,South Africa
1.3333333333333333,1.0,4.5,3.5,2.5,South Africa
5.333333333333333,5.0,5.0,4.0,4.0,South Africa
3.0,3.5,4.5,5.5,1.0,South Africa
5.666666666666667,5.0,5.0,5.5,1.0,South Africa
3.6666666666666665,1.5,3.5,5.0,1.5,South Africa
5.0,3.5,4.0,2.0,2.5,South Africa
1.6666666666666667,1.0,6.0,4.5,3.0,South Africa
4.0,5.0,5.0,4.5,4.0,South Africa
1.0,1.0,6.0,5.5,1.0,South Africa
5.333333333333333,5.5,3.0,5.5,1.0,South Africa
4.0,1.0,6.0,6.0,1.0,South Africa
5.666666666666667,1.0,6.0,4.5,1.0,South Africa
4.666666666666667,6.0,6.0,5.0,4.5,South Africa
4.666666666666667,1.0,6.0,5.5,2.0,South Africa
2.6666666666666665,1.0,6.0,2.5,3.5,South Africa
4.0,1.0,6.0,6.0,1.0,South Africa
5.0,2.5,5.0,5.0,3.5,South Africa
5.0,2.0,6.0,5.0,2.0,South Africa
2.6666666666666665,1.0,4.5,3.0,3.0,South Africa
4.666666666666667,1.5,6.0,6.0,1.0,South Africa
5.0,6.0,3.5,1.5,1.0,South Africa
3.6666666666666665,4.0,5.5,5.5,3.0,South Africa
3.6666666666666665,4.5,4.0,4.0,4.0,South Africa
4.333333333333333,1.0,6.0,4.0,2.5,South Africa
3.3333333333333335,1.0,6.0,5.0,1.0,South Africa
5.0,5.0,3.0,2.5,2.0,South Africa
2.0,2.5,4.5,3.5,2.0,South Africa
4.333333333333333,2.0,5.0,2.5,1.5,South Africa
6.0,3.5,5.5,6.0,1.0,South Africa
4.333333333333333,1.0,5.5,4.0,2.0,South Africa
4.0,2.0,4.5,4.0,1.0,South Africa
3.6666666666666665,1.5,5.0,5.0,1.0,South Africa
4.333333333333333,5.0,5.0,4.0,3.0,South Africa
5.666666666666667,1.5,5.5,6.0,1.5,South Africa
3.3333333333333335,3.0,5.0,4.0,4.0,South Africa
2.6666666666666665,4.0,3.0,5.0,3.0,South Africa
4.333333333333333,2.5,4.5,5.0,3.5,South Africa
5.666666666666667,1.0,6.0,2.0,2.0,South Africa
6.0,6.0,6.0,6.0,6.0,South Africa
2.3333333333333335,3.0,5.0,2.0,2.0,South Africa
2.6666666666666665,2.0,4.5,4.5,1.0,South Africa
4.333333333333333,1.5,4.5,4.0,3.0,South Africa
5.0,2.0,5.5,4.5,1.0,South Africa
3.3333333333333335,5.0,3.5,3.5,3.0,South Africa
3.0,4.5,3.0,2.0,2.5,Spain
3.6666666666666665,4.0,4.0,3.5,4.0,Spain
5.0,1.5,5.0,1.5,1.5,Spain
3.3333333333333335,3.0,4.5,4.5,4.5,Spain
4.333333333333333,2.0,4.0,3.5,3.0,Spain
4.666666666666667,4.0,3.0,2.5,2.0,Spain
3.6666666666666665,3.5,4.5,4.0,2.0,Spain
3.6666666666666665,2.5,4.5,3.5,2.5,Spain
3.6666666666666665,3.0,4.0,3.5,3.0,Spain
4.333333333333333,1.0,6.0,6.0,1.0,Spain
3.3333333333333335,4.0,4.5,5.0,1.0,Spain
5.0,3.0,4.0,4.0,4.0,Spain
4.666666666666667,5.5,3.5,4.5,3.5,Spain
3.6666666666666665,3.0,3.5,2.5,2.5,Spain
3.3333333333333335,5.5,2.5,3.5,4.0,Spain
4.333333333333333,2.0,4.5,6.0,1.0,Spain
4.0,2.0,3.5,3.5,2.0,Spain
4.333333333333333,4.0,3.0,2.5,2.5,Spain
3.6666666666666665,1.5,4.0,5.0,1.0,Spain
2.6666666666666665,1.5,3.5,2.0,1.5,Spain
3.6666666666666665,5.0,3.0,5.0,2.0,Spain
2.6666666666666665,3.0,4.0,4.0,3.0,Spain
5.0,2.0,3.5,2.0,2.0,Spain
4.666666666666667,2.0,3.5,2.5,2.0,Spain
5.0,2.0,4.0,4.0,2.0,Spain
3.0,3.5,5.0,5.0,1.0,Spain
4.666666666666667,2.0,5.0,2.5,2.0,Spain
5.0,1.0,4.0,3.5,1.5,Spain
3.6666666666666665,2.0,4.5,3.0,3.5,Spain
3.3333333333333335,6.0,1.0,4.0,2.0,Spain
4.333333333333333,2.0,5.0,4.0,3.0,Spain
4.0,4.0,4.0,5.0,1.5,Spain
4.0,4.0,3.5,4.5,1.0,Spain
5.333333333333333,1.5,3.0,5.0,2.0,Spain
4.0,2.0,4.0,3.0,1.0,Spain
4.333333333333333,3.0,3.0,4.0,2.5,Spain
4.0,5.0,4.0,3.5,2.5,Spain
5.0,5.0,4.0,5.0,3.5,Spain
3.0,3.0,3.0,4.5,2.0,Spain
3.6666666666666665,3.0,3.5,3.5,2.5,Spain
3.6666666666666665,3.5,3.5,3.0,3.0,Spain
2.3333333333333335,1.0,5.5,3.0,3.0,Spain
4.666666666666667,1.0,5.5,4.0,2.0,Spain
4.666666666666667,1.5,6.0,3.5,1.5,Spain
4.333333333333333,3.0,4.0,3.5,3.5,Spain
4.0,2.0,5.0,3.0,2.5,Spain
3.6666666666666665,4.5,4.5,4.0,4.5,Spain
3.6666666666666665,4.5,3.5,4.0,4.0,Spain
3.3333333333333335,5.0,4.5,4.0,4.5,Spain
4.333333333333333,3.0,4.0,3.0,2.5,Spain
5.0,1.0,6.0,2.5,3.5,Spain
